CustID,MoB,MaxBalance,PchActiveMths,FinCharges,OnlineTxn,PaytoBalance,OfflinePay,ActiveCards
C#46145180303166,120,170.51,4,11.48,26.72,9.97,1.40,1
C#38842824585916,82,314.23,5,34.77,48.05,10.36,2.37,8
C#68637660522403,86,462.77,5,26.93,44.61,19.42,1.86,7
C#10254067815439,110,367.76,3,40.02,37.58,15.52,0.47,7
C#22418507331317,146,356.79,5,22.15,13.03,26.44,39.13,3
C#99091214278641,91,194.41,16,12.09,39.59,64.36,4.73,3
C#84558393445916,105,116.60,1,1.37,64.11,6.57,0.85,3
C#6742075498266,237,291.12,4,26.66,12.99,22.49,33.01,2
C#77864590705171,49,191.29,5,11.58,31.54,18.32,1.08,2
C#85876984793289,144,249.91,5,18.21,4.94,30.50,23.59,4
C#80576922910174,97,551.97,6,55.79,60.01,22.41,2.71,5
C#15002074088359,145,361.25,4,24.68,15.97,32.01,23.40,3
C#98851620123074,94,348.97,3,13.77,41.64,22.54,1.63,5
C#40500257706184,245,1504.26,10,240.08,37.67,16.69,3.92,8
C#35210543430667,159,398.36,3,39.81,38.45,25.52,1.44,7
C#70622929519444,208,152.61,3,10.18,68.20,18.01,1.22,2
C#51750315279331,117,357.89,4,42.66,62.00,17.89,2.74,6
C#26633294287377,184,304.42,6,16.28,43.39,67.13,6.91,2
C#24740104735303,173,153.84,2,1.18,51.25,10.96,0.56,2
C#87786245123610,102,175.56,2,10.50,7.61,25.72,40.56,5
C#20515070446833,108,204.35,2,20.95,52.96,20.22,1.92,2
C#3786064984806,165,345.00,5,8.87,15.07,12.25,37.58,2
C#46461740101978,173,199.43,2,10.37,69.70,13.97,1.33,2
C#57558934671840,142,163.83,3,16.28,46.44,15.08,1.29,2
C#53656269754782,105,130.90,2,1.27,69.43,12.55,1.09,2
C#94195789817069,155,450.06,4,35.29,33.47,19.88,3.23,8
C#3213845747698,214,253.36,5,14.80,10.93,22.27,18.64,4
C#47106467280457,203,114.05,2,12.73,40.61,19.58,1.71,2
C#69420553493151,143,264.52,3,16.47,49.87,16.41,2.38,3
C#25104356589570,130,165.02,4,11.32,57.98,15.09,1.06,1
C#4426921859730,144,247.84,4,12.62,68.96,18.75,1.30,2
C#71438416673287,163,252.80,8,12.87,40.41,48.50,7.34,3
C#37990975138987,139,375.57,12,10.63,37.99,75.81,5.86,3
C#44317806275890,169,519.65,9,10.41,43.25,59.21,3.76,2
C#7328779963802,299,333.88,14,15.43,36.05,48.12,3.79,4
C#6761277431279,204,1115.72,11,185.17,28.49,7.35,12.08,6
C#6626028283585,182,1842.53,6,114.37,39.49,10.79,10.11,4
C#21474921396184,143,93.54,1,0.45,63.30,11.03,0.88,2
C#3594029789216,126,465.30,4,52.45,31.51,36.15,2.08,4
C#7020533316298,156,408.61,8,13.80,35.17,53.34,10.26,2
C#20266209836558,50,166.47,2,13.82,55.61,21.64,0.66,1
C#73380425576710,154,384.07,3,37.42,55.34,31.21,2.00,8
C#54515078454454,142,261.00,3,6.90,71.17,29.23,1.24,2
C#87602032877453,101,170.90,4,13.83,31.11,16.88,1.31,3
C#97004831418411,180,159.62,4,12.76,19.29,9.96,0.95,2
C#61045492170327,174,279.76,3,22.75,13.82,23.73,27.00,2
C#39459752701775,149,458.25,5,45.40,53.89,13.83,3.00,9
C#27748323073181,158,91.95,2,1.45,47.79,11.39,1.16,3
C#98732257882777,220,231.65,3,17.34,14.94,25.02,57.05,2
C#36210144764004,130,109.75,1,1.14,51.34,7.15,0.90,3
C#87084915022162,148,242.08,3,9.13,37.98,15.18,2.11,2
C#66823092169213,129,216.29,2,20.01,11.26,20.45,34.15,3
C#92362031029522,196,497.58,5,22.71,10.34,19.55,33.59,2
C#82053959262451,269,2164.57,8,288.20,35.79,18.65,14.25,6
C#43555633087068,106,1228.47,11,276.31,42.26,16.80,8.44,2
C#51845134519045,78,180.00,3,17.12,47.90,21.05,1.35,2
C#39885429699606,138,299.21,4,50.33,56.04,27.92,1.91,7
C#16554952301385,137,183.21,4,8.19,51.17,18.42,1.94,3
C#59072123673966,129,383.46,6,46.37,51.35,20.03,1.85,6
C#41631888483712,95,159.21,4,13.20,11.33,17.36,2.20,3
C#68263023962126,118,111.79,3,17.34,70.76,11.50,1.27,1
C#2087578106732,227,179.78,4,5.53,40.68,68.28,9.12,3
C#51565306911638,198,2072.32,12,267.78,38.10,16.77,11.05,5
C#55507603974279,142,495.22,4,37.35,34.52,14.17,2.48,9
C#17616395879280,270,178.17,3,28.92,14.97,22.51,42.27,2
C#56392114536958,162,171.89,4,11.48,67.81,23.36,1.69,2
C#30311023415522,123,1301.50,6,245.40,39.27,14.21,7.70,3
C#10164766731376,89,364.02,7,34.56,43.63,20.86,2.20,7
C#93412489897341,190,142.06,2,1.74,34.62,14.87,0.96,2
C#19711305958030,274,168.36,4,24.82,10.33,17.59,62.17,3
C#33041756827925,81,256.91,1,12.74,45.31,18.45,1.64,2
C#12582815310122,137,582.22,5,48.34,53.91,19.61,2.82,10
C#76847462477609,68,350.54,3,38.61,53.22,22.63,4.02,7
C#5744082331377,120,404.21,3,47.73,45.03,7.40,2.50,5
C#39180715833273,176,80.78,1,1.10,33.75,11.06,0.83,3
C#90041192708276,83,519.79,3,29.39,37.19,14.43,3.44,7
C#45933879015065,333,302.01,3,30.49,13.14,17.01,35.63,3
C#48546143643375,114,245.12,5,17.18,6.30,20.20,40.94,1
C#62348236101978,146,136.00,3,22.08,10.68,28.04,46.01,3
C#23912118923593,139,122.71,1,1.09,24.54,9.48,0.54,2
C#45939121603974,118,242.83,3,17.95,55.42,16.21,2.16,2
C#1097600668704,133,264.61,5,19.51,61.36,15.90,1.85,2
C#22635424799118,238,341.37,10,12.69,39.17,27.19,6.56,3
C#35605676661765,261,265.20,13,16.37,51.95,58.07,4.70,1
C#19104811257223,179,372.88,3,17.81,9.48,19.67,42.54,2
C#80601085086498,137,73.75,1,1.19,24.45,11.26,1.24,3
C#4794506108549,103,141.15,2,1.13,61.58,12.58,1.10,2
C#5247746059198,107,222.45,0,17.81,38.73,14.38,1.64,2
C#56669751074116,126,229.42,1,11.25,47.08,16.78,1.84,2
C#67860699862402,218,292.54,6,10.70,19.27,40.87,5.26,4
C#76161042335199,134,215.09,2,15.73,34.86,13.90,1.43,2
C#22749519037689,101,91.95,1,0.82,35.49,11.39,1.07,2
C#79333289249864,146,1362.78,5,201.17,40.22,13.04,0.50,7
C#54360058415169,120,321.92,4,63.07,31.32,18.69,2.22,6
C#37665260044512,156,1317.23,10,167.39,33.04,6.91,11.31,5
C#95761883960846,107,160.73,3,26.77,11.82,26.11,40.20,4
C#75377872459753,186,139.22,2,1.02,28.75,12.11,0.74,2
C#85889801409856,181,1431.87,3,335.58,35.42,16.55,10.59,6
C#91398057349681,53,255.54,3,15.31,42.98,28.23,1.58,3
C#66392338863940,93,115.43,2,19.88,43.83,20.01,1.54,3
C#85601934534345,197,170.74,3,16.31,12.00,19.80,42.88,1
C#44369659823380,222,341.61,5,30.02,14.34,21.68,27.91,2
C#72715077418236,106,407.38,3,34.73,70.71,18.04,1.68,11
C#19140461182131,114,360.98,5,44.11,43.97,17.41,3.07,10
C#48006640880509,297,324.06,11,12.30,22.28,50.22,5.88,3
C#84349732689836,170,224.16,4,14.88,42.84,9.73,1.82,3
C#41622008862445,123,60.64,4,35.18,9.92,26.86,53.85,2
C#574712227206,98,572.82,4,36.49,16.91,11.33,2.03,9
C#11717759049633,124,210.55,2,10.29,19.48,16.66,1.66,3
C#69496449971495,97,238.59,4,22.97,32.04,21.27,1.83,14
C#85358729257782,141,235.05,3,21.50,58.42,23.46,1.47,1
C#3891394542922,174,175.94,4,20.79,10.28,23.79,51.62,2
C#15964235440162,100,277.91,1,3.22,70.50,24.49,1.61,2
C#7310908053279,144,269.57,4,12.36,38.62,3.68,1.48,2
C#7533939495532,105,88.85,1,1.24,43.06,12.22,1.23,1
C#51388375893187,121,143.41,3,16.01,28.06,28.27,1.83,2
C#75845018444454,92,208.05,3,15.28,56.92,15.52,1.12,2
C#59838514689720,158,259.52,2,11.33,37.59,16.03,1.96,3
C#11172634841211,79,162.68,2,5.13,40.67,24.12,0.95,2
C#47533176521541,190,232.71,3,7.85,60.48,16.55,1.73,2
C#88134623824597,187,2577.44,12,176.15,44.82,16.09,11.11,5
C#95570305689495,69,285.43,3,8.97,54.86,14.86,1.13,1
C#70209801344274,75,237.01,3,14.77,63.98,20.28,1.45,2
C#90695816175872,70,160.01,2,15.01,30.89,15.91,2.03,1
C#68079931515857,78,194.40,2,14.48,44.83,25.87,1.90,2
C#11144022861074,104,336.22,2,6.72,48.96,12.66,1.76,2
C#78248000764829,116,155.02,3,9.76,37.22,15.09,1.95,2
C#82585493251329,160,304.26,8,9.83,45.18,85.65,6.03,3
C#86767566164110,105,180.05,3,15.82,74.60,28.87,1.22,3
C#24729154364966,80,132.24,3,11.18,44.80,22.88,1.73,2
C#86734881304502,77,305.41,4,17.32,6.15,28.24,23.06,3
C#79022695507481,149,185.75,2,8.64,46.56,15.46,1.61,1
C#55995019865853,176,318.57,3,17.73,9.52,18.09,50.28,3
C#3223088437017,136,282.22,5,17.25,11.91,10.66,43.53,3
C#71444953589110,117,219.68,1,16.26,48.63,19.93,1.57,2
C#59882837209004,288,187.04,2,20.37,5.14,17.02,55.22,3
C#53691026094997,56,309.58,10,10.83,36.37,47.33,5.33,4
C#89654362042478,143,254.86,0,18.22,26.94,30.29,2.20,2
C#42014166762624,133,99.46,1,0.66,37.80,12.02,0.86,2
C#62934768606684,114,150.37,5,54.62,70.34,13.12,3.79,7
C#63017253211515,104,448.48,4,41.31,54.72,15.97,2.48,11
C#66604621827368,83,472.21,4,47.59,45.53,15.13,1.01,6
C#82717666942091,56,415.85,6,57.60,80.62,23.10,2.68,8
C#68866954002578,158,207.26,3,21.13,8.47,6.52,24.43,2
C#72504335362563,143,541.63,3,45.42,83.09,14.86,1.34,7
C#8387106914385,173,253.12,4,48.31,36.01,32.36,3.05,7
C#9303478480297,157,167.26,3,22.63,17.28,17.83,43.21,3
C#39677115321621,128,354.15,4,37.65,35.61,25.23,2.04,9
C#72401013750544,75,59.43,2,11.35,55.88,20.24,0.80,1
C#59795353826415,159,91.72,2,9.43,29.96,21.05,1.25,2
C#97132609581396,155,314.80,3,26.90,8.72,26.16,34.59,3
C#42577459331622,127,329.42,3,17.74,13.03,18.70,37.93,4
C#4942851642293,160,267.31,8,8.81,18.24,30.17,5.22,4
C#65328984575556,161,199.42,5,15.66,55.25,12.66,1.21,3
C#85578654239281,115,133.12,2,17.38,49.99,14.17,2.32,3
C#71557657344070,77,829.85,7,287.50,63.53,18.47,11.60,7
C#90918694367919,34,218.38,3,15.85,72.74,13.06,1.32,2
C#91592458054643,179,107.07,3,21.73,12.95,15.93,18.74,2
C#31566076988280,126,396.33,7,61.97,56.73,21.02,3.17,6
C#16650270113895,247,268.75,6,19.11,14.21,15.75,44.91,2
C#98953919260625,283,140.12,11,13.19,42.02,49.39,6.39,4
C#92099161681762,207,121.40,4,9.87,40.64,29.39,0.95,2
C#79968433075547,232,1784.22,7,204.19,49.99,12.15,11.00,5
C#85581488483596,49,87.97,1,1.28,28.07,12.00,1.01,2
C#85594257129153,171,2194.82,9,230.15,26.09,8.91,7.22,5
C#96095463347259,231,434.74,4,21.74,12.89,20.94,34.32,4
C#74695272994322,151,213.30,5,9.17,32.32,20.17,0.85,2
C#59947294238440,76,387.09,5,37.63,32.31,24.33,2.58,7
C#93301107246669,89,260.34,3,8.90,47.33,18.14,0.91,2
C#39280229604627,301,282.46,3,17.82,48.12,73.11,5.92,2
C#48520419883130,166,256.50,3,10.45,57.23,22.74,1.65,1
C#12331957652976,125,166.81,3,15.43,62.36,14.41,1.51,3
C#956324033314,110,2084.56,10,243.47,32.80,11.64,7.55,6
C#45627268784211,124,179.50,2,11.97,42.73,20.19,1.10,2
C#63263175043240,197,1863.58,8,362.17,58.09,16.37,5.20,5
C#96870076286701,141,192.61,3,15.77,48.28,16.53,1.25,2
C#7080533542675,169,89.71,2,1.02,33.21,11.29,0.78,3
C#60229502855910,158,1097.22,7,210.39,24.59,14.10,8.71,4
C#16209480021906,114,85.23,1,1.70,59.10,13.88,1.05,3
C#52473490730948,96,125.29,1,1.41,36.15,9.79,1.27,2
C#46888094814656,125,266.77,2,13.96,57.98,16.18,1.80,1
C#39250083918988,150,452.72,6,18.44,53.66,17.60,3.30,8
C#52055131686752,149,521.83,5,50.70,46.70,22.86,2.66,8
C#68973777154604,117,494.00,4,49.36,69.62,9.78,2.86,8
C#24225881164227,133,134.85,2,0.61,44.02,5.83,1.47,2
C#6050071004725,135,210.80,3,17.57,39.91,10.63,2.30,1
C#73926037291770,127,145.23,3,1.05,58.44,9.20,0.67,1
C#91676430048731,250,326.52,7,14.94,38.85,47.33,7.20,2
C#72233964477889,80,1363.25,6,375.03,27.95,8.74,7.16,5
C#48197010424448,86,132.61,1,0.94,43.10,10.48,0.88,3
C#91259527897787,231,458.26,4,17.26,13.12,24.00,35.84,4
C#29641882058338,104,339.41,3,45.36,48.66,23.18,2.49,7
C#62451977773993,228,319.19,1,19.97,14.02,30.87,22.19,3
C#86676862084988,104,133.19,2,1.52,42.63,11.76,0.83,2
C#60078930150922,113,437.36,3,35.20,24.84,19.74,3.29,9
C#95584220205219,67,174.11,4,16.25,43.83,15.57,0.81,2
C#27436869444364,122,152.80,1,1.30,36.83,7.22,0.98,3
C#50886607904963,143,104.07,1,1.20,44.37,9.01,1.15,2
C#6510744354337,116,281.64,6,31.97,44.30,21.04,1.44,5
C#6435301702124,137,2193.31,12,225.22,57.29,11.46,7.25,5
C#69436150517137,138,297.90,3,49.34,29.50,25.90,2.50,10
C#44725581593260,182,1969.75,11,446.75,36.74,20.25,4.73,6
C#65660785997774,119,95.04,2,0.98,40.64,10.29,0.73,4
C#50324915291973,201,432.58,9,8.17,36.53,92.60,6.94,2
C#39249423372567,128,684.97,7,222.40,66.22,12.19,7.60,7
C#27497403044865,150,119.00,1,0.98,44.90,14.65,1.33,3
C#41955262059580,68,227.53,1,18.48,42.50,13.17,1.01,2
C#1685229968753,154,191.56,2,11.03,42.67,10.12,0.88,3
C#85455780014736,134,256.35,3,14.55,30.08,24.73,1.31,2
C#225659068269,236,330.27,11,10.07,55.17,82.13,1.86,4
C#86422350496329,137,337.32,7,10.60,61.47,54.60,4.03,2
C#98911865922803,124,127.86,2,0.43,23.24,12.01,0.84,3
C#54143678415571,193,382.90,9,14.37,38.88,45.69,5.91,3
C#46618362203820,120,138.30,3,16.82,58.45,17.06,1.46,2
C#54783310678230,83,121.11,1,0.47,35.70,8.75,1.21,2
C#47166294529462,87,235.73,2,21.81,66.45,28.25,1.07,2
C#59727938894361,129,172.53,2,16.38,46.27,17.54,1.25,2
C#38876011982587,112,242.51,5,11.01,12.33,20.36,33.82,3
C#52217251496297,83,208.83,3,17.62,32.09,30.04,1.40,2
C#59905313226600,115,224.44,4,43.85,50.14,22.61,2.75,6
C#49786578678885,192,224.69,4,14.81,9.94,29.24,40.64,2
C#56053408876032,88,632.60,5,53.13,54.36,16.87,3.64,7
C#32908021892875,94,57.64,1,1.06,24.49,16.95,0.69,2
C#42058822474282,74,314.89,5,44.39,42.57,26.84,4.32,9
C#78463575942272,205,117.42,3,6.33,51.72,25.77,1.02,2
C#51647705650175,233,102.35,10,6.46,39.14,77.85,4.14,3
C#79776194824934,173,264.19,3,21.98,15.40,13.06,22.28,4
C#11914650392621,30,309.33,4,14.89,14.24,24.38,48.08,4
C#75187934731561,113,283.11,3,12.89,13.75,22.64,34.50,3
C#52568910580837,191,202.40,10,13.18,53.83,97.30,3.92,3
C#44077492931296,114,126.54,3,17.75,17.81,22.53,1.53,2
C#95370143130115,152,1377.16,11,240.31,35.15,11.66,11.48,8
C#51164914248984,122,277.75,4,21.17,50.53,23.83,3.73,9
C#22030664827150,217,295.06,12,14.39,37.60,67.82,7.01,2
C#83743508440771,59,239.25,2,14.04,66.59,15.71,1.84,2
C#72019396314523,171,277.58,3,14.94,31.50,22.43,1.66,2
C#6378381142792,133,220.14,3,14.43,34.13,37.35,1.34,3
C#49981077413352,105,260.29,2,13.13,49.32,19.18,0.73,2
C#44033385031151,132,218.65,2,17.07,33.14,21.10,1.46,3
C#20058909527076,158,322.02,4,19.95,11.66,22.43,54.01,2
C#51986176618956,179,1512.05,10,239.66,51.42,14.17,8.53,5
C#97935575961636,135,239.08,4,11.42,43.17,31.08,1.14,2
C#13307068442895,154,156.34,2,1.43,50.47,11.32,0.86,2
C#65563066289834,133,135.38,1,1.17,43.31,9.43,1.34,1
C#6428786066780,72,1465.75,4,249.65,45.80,14.96,8.03,4
C#85446138871365,283,78.09,8,10.82,55.14,62.83,7.34,2
C#70037072579003,89,75.33,2,1.13,37.16,11.71,0.73,2
C#41652992647999,109,140.76,3,12.19,55.50,23.24,1.16,2
C#78860529662210,157,174.35,5,21.01,55.26,19.36,0.99,2
C#12127733666895,90,315.21,3,26.50,7.12,24.87,33.18,3
C#20933989329992,44,121.70,1,1.27,44.88,14.60,0.76,2
C#762151838570,242,252.76,4,16.65,15.86,19.51,31.99,2
C#21978189424962,114,369.70,4,37.88,48.82,12.54,2.50,8
C#21193786125246,130,417.34,5,36.78,31.30,9.93,1.40,7
C#74351328381273,136,352.04,4,25.63,10.31,15.60,47.73,2
C#86278846619917,162,329.47,2,15.21,6.17,25.84,17.28,3
C#45339922996179,99,235.04,3,14.36,37.83,20.38,1.35,2
C#92499977438144,98,1408.14,10,271.30,37.90,18.96,9.77,6
C#86916591759091,69,119.54,1,1.24,40.37,16.40,0.81,3
C#54070958792514,89,187.59,2,10.95,46.14,28.82,2.14,3
C#65471353480625,154,299.59,4,25.80,8.53,29.72,37.80,3
C#80313982583728,92,566.52,7,53.84,29.64,15.80,2.04,9
C#8734849181060,148,316.55,10,8.03,41.97,92.59,4.28,4
C#29668587773079,125,195.01,4,20.33,53.05,13.10,1.20,2
C#21698955764964,132,227.69,2,66.66,62.27,12.05,1.77,8
C#3706953900122,72,77.24,2,1.01,40.66,10.76,0.89,1
C#98323229788625,265,366.50,11,11.44,59.63,77.17,2.66,3
C#95104463803769,197,1963.44,9,354.26,52.85,23.52,9.96,4
C#67473193576506,137,642.32,6,346.62,50.97,5.78,6.58,2
C#60236605307768,120,157.35,4,18.82,35.17,9.58,0.62,2
C#93645446801277,158,231.95,2,22.46,61.25,22.02,1.20,2
C#82326954839124,97,128.27,1,1.77,40.06,12.07,0.70,1
C#64606454983708,115,207.68,3,14.38,58.45,20.52,1.52,2
C#15849882205794,103,1046.02,7,153.11,53.57,16.68,7.28,3
C#54186941078985,60,121.31,1,0.66,60.40,9.43,0.69,3
C#35267530300694,105,132.12,4,16.63,48.99,19.27,1.63,3
C#17813271918986,63,89.50,1,0.86,58.85,14.16,0.96,3
C#24579392902580,104,384.75,12,8.07,42.76,62.59,3.06,3
C#49586301766111,147,160.33,3,19.02,45.48,22.52,1.44,3
C#57395865796801,217,234.04,3,27.90,8.35,21.81,36.55,2
C#49075448553622,124,215.52,3,16.21,59.82,13.81,1.27,3
C#1845021631650,126,94.64,2,0.94,68.88,6.29,1.12,2
C#70857139702177,87,273.93,3,6.05,51.42,17.73,1.99,2
C#87355037421619,174,502.16,5,35.86,80.71,17.00,2.12,7
C#46062466113134,146,114.19,2,0.74,48.10,5.20,0.83,0
C#23433134013550,136,246.23,8,11.72,38.58,79.42,3.77,3
C#60229879251104,160,146.42,2,15.09,16.16,15.78,1.50,1
C#26233814478445,268,129.00,8,10.45,35.90,36.80,5.91,3
C#46914137375782,217,1715.70,11,356.20,19.41,15.68,10.56,7
C#40260003361499,173,297.34,3,26.04,11.60,30.98,31.09,4
C#20767993485750,137,1184.96,7,276.99,62.84,12.89,4.86,5
C#54827234741166,134,287.14,1,21.60,8.80,18.56,26.86,4
C#47843562884745,114,269.27,4,21.15,48.21,15.27,1.77,1
C#80990337991117,150,184.13,2,18.99,45.31,8.22,1.39,2
C#95829525948263,107,219.52,3,13.66,61.99,17.41,1.75,2
C#81989137428016,86,199.06,4,12.87,68.62,18.50,1.82,2
C#16244896346601,265,276.64,6,9.52,34.42,76.04,4.21,2
C#23507381458976,111,275.75,3,8.27,35.30,11.85,1.64,2
C#85183475562318,107,164.35,2,14.66,56.16,23.12,1.02,1
C#25094667650049,104,246.10,3,20.40,38.98,27.84,1.19,2
C#35904660726358,145,1586.82,5,281.42,38.36,15.82,5.32,6
C#15691462626610,131,135.22,3,12.21,52.72,11.91,1.58,3
C#38019534597628,240,241.24,8,13.07,37.99,79.00,2.56,3
C#41792081722869,124,255.14,4,32.48,7.86,29.18,31.78,4
C#95108449694411,155,125.30,1,1.31,29.52,13.50,0.81,2
C#34736943262589,101,127.91,2,1.42,48.20,10.29,0.70,3
C#24705757456619,161,212.16,4,13.22,34.36,29.43,1.25,3
C#10558953202796,148,187.46,3,5.57,40.44,19.37,1.70,1
C#2598146291043,103,157.39,2,1.47,24.89,7.10,0.72,2
C#77385311521536,158,186.18,3,26.64,10.63,27.53,38.50,3
C#13762179300324,55,300.45,3,49.91,59.54,13.76,2.86,12
C#81160125178046,139,159.61,5,34.20,29.39,19.87,2.13,10
C#47032512199811,93,282.55,2,21.29,50.25,25.00,0.77,3
C#81548473800503,72,170.36,2,1.35,55.56,6.80,1.06,3
C#73308669804153,222,210.39,8,10.16,44.37,45.76,4.90,3
C#91339989667293,150,369.98,5,38.98,33.68,20.02,2.24,8
C#2039290954399,181,124.80,2,10.01,52.45,25.36,0.88,3
C#96307910226873,204,252.75,4,16.66,9.47,27.12,24.40,3
C#18833524294800,132,211.87,3,11.13,39.82,19.82,1.85,2
C#82383919475864,77,435.18,4,47.86,62.40,20.28,2.32,10
C#8439402621515,153,181.12,3,15.70,46.46,16.79,1.67,3
C#81519902205105,120,242.14,5,15.08,11.30,27.46,30.33,2
C#18565010014518,281,250.78,13,6.10,34.59,77.92,6.27,3
C#53665818297562,117,1268.65,9,234.14,49.03,16.39,9.51,6
C#85505630544819,258,215.33,4,27.54,7.53,27.64,45.06,3
C#30252354065299,179,163.86,2,15.89,81.47,19.54,1.57,2
C#83619119399644,122,161.01,4,3.38,61.86,19.78,0.22,2
C#41194538962843,109,231.85,4,11.99,25.45,19.62,1.30,3
C#16983467118099,116,114.45,1,1.54,58.71,11.94,1.02,3
C#34107372415382,116,185.92,3,3.46,31.03,17.00,0.96,2
C#15744245686774,152,326.39,5,29.97,59.04,19.08,3.53,9
C#37348809585855,259,330.33,4,30.90,14.98,13.54,48.35,3
C#61811514784441,232,338.40,3,24.35,10.48,16.50,41.42,3
C#11693214456209,57,231.01,3,12.26,80.47,22.88,1.81,2
C#81696242346547,89,194.83,5,9.20,75.27,15.99,0.87,2
C#45356180642892,138,239.93,4,9.19,40.38,21.67,1.08,2
C#94984282531573,88,264.23,4,11.47,60.65,30.37,0.91,2
C#8673653531683,260,417.22,14,12.85,36.71,89.44,6.75,2
C#25434781398323,167,228.11,4,17.47,31.66,25.26,1.44,1
C#7876409329224,213,53.70,4,18.98,12.86,10.60,42.18,2
C#81715363769956,139,152.60,3,15.47,35.47,18.41,1.02,1
C#9162988125700,231,344.63,9,13.77,17.65,48.53,8.11,2
C#2323361801148,231,183.20,8,14.82,45.38,81.01,5.79,2
C#97646588899723,148,63.98,2,1.18,54.99,7.70,0.78,3
C#50182934628012,207,216.01,5,17.79,16.47,22.01,32.09,2
C#81207666147093,95,125.20,2,1.15,47.50,10.88,0.87,2
C#5184274970137,161,163.90,3,10.83,23.96,15.52,1.57,2
C#31881936297879,136,156.11,3,14.53,64.53,13.19,0.62,1
C#75353395194566,78,251.59,7,42.04,48.73,20.50,2.34,13
C#93796875357274,216,319.87,10,13.13,45.80,75.28,7.02,2
C#67310553019700,78,461.79,5,66.22,67.59,11.68,2.09,7
C#77670861767196,135,1910.42,7,174.61,13.58,21.72,11.27,5
C#32155473949151,55,248.50,4,7.61,61.32,25.77,2.12,2
C#86130422814288,122,337.41,4,22.38,14.54,11.36,35.49,3
C#29905972763099,84,208.22,3,18.34,23.25,17.92,1.13,3
C#62397881229582,182,296.98,4,23.44,5.65,33.41,36.62,2
C#43006825447292,160,2198.33,8,220.11,47.01,10.70,10.31,5
C#50800014312135,107,206.29,2,8.01,32.94,14.63,1.43,2
C#11334654781190,226,217.21,3,22.00,14.05,25.82,27.70,3
C#45747269865772,226,347.16,11,13.86,53.09,35.34,6.77,4
C#29355252620726,177,204.21,3,10.82,32.41,18.25,0.99,2
C#70709141047949,124,141.46,1,1.12,35.74,7.71,1.01,1
C#66366870517052,293,129.45,4,26.96,10.16,28.58,34.97,3
C#80768378274092,248,239.25,5,19.06,11.08,26.57,36.91,4
C#49844677668976,104,202.14,2,7.68,12.20,23.18,36.50,2
C#24672475099056,42,249.85,3,7.63,70.61,30.24,1.51,1
C#4383097160713,100,448.37,3,39.26,34.01,20.89,2.78,7
C#85949744424080,356,373.11,13,8.46,25.75,79.70,6.77,3
C#79990735171711,147,195.25,2,9.50,22.03,20.74,1.42,2
C#71046995717655,134,69.99,2,1.44,43.53,2.74,0.90,2
C#13327757513649,138,124.05,2,1.13,43.69,6.29,0.61,2
C#18160709442373,144,155.78,3,19.63,57.18,17.47,1.82,2
C#61827677252812,111,1635.83,8,211.94,28.33,16.41,8.73,8
C#63546360075974,93,165.59,2,6.32,51.82,11.54,0.91,3
C#46444070605304,142,176.50,3,12.38,31.22,19.12,1.80,3
C#3157346242206,90,111.79,1,1.20,51.35,9.45,1.17,3
C#6403440314114,75,435.31,6,34.76,40.82,20.40,2.01,8
C#19102871103139,37,177.56,2,21.46,56.76,27.21,1.11,2
C#2253454908724,161,331.55,4,47.23,67.65,15.28,1.43,10
C#85418499733892,155,1495.16,7,211.54,41.55,11.02,8.61,3
C#23742614498673,179,199.68,3,14.34,43.47,11.94,1.03,1
C#18980474180222,153,1555.23,6,164.67,28.31,13.85,9.77,5
C#39564624011995,102,266.31,3,16.34,72.53,25.55,1.59,1
C#60268698997609,76,448.61,3,53.07,65.33,13.65,2.10,5
C#283554726489,143,188.98,4,4.04,46.73,18.13,1.82,2
C#26299104928231,222,290.25,7,13.14,44.57,55.04,6.18,3
C#65527484884649,136,356.29,8,8.05,55.42,48.98,5.92,3
C#90009542396038,187,282.82,7,9.99,31.25,61.96,6.93,1
C#50837266650820,167,203.17,4,13.14,27.61,16.52,1.37,1
C#20537293177873,55,223.12,3,22.69,43.42,9.14,1.30,2
C#31652172590472,168,49.51,1,0.62,40.82,9.67,0.95,2
C#68497449542657,199,1055.91,10,225.12,45.65,12.42,6.11,8
C#38620455314271,197,959.15,7,268.47,32.02,15.96,8.29,6
C#94606346178148,91,196.51,2,8.74,49.67,22.91,1.04,2
C#42232833628943,147,118.77,1,1.30,54.33,10.25,0.65,2
C#80600076174955,153,71.46,2,10.67,15.78,19.89,43.44,4
C#99720401549241,65,345.57,3,21.62,13.59,11.53,26.43,3
C#71987073945918,43,343.38,6,49.81,45.45,16.07,1.76,10
C#18289333482692,158,443.69,6,58.11,48.14,28.07,1.61,8
C#89485976760833,124,254.13,1,7.75,53.62,21.21,1.65,2
C#10680182371128,222,1442.77,13,261.59,53.91,16.56,8.11,6
C#36983070906689,120,184.80,2,1.40,31.54,12.41,1.01,2
C#9853626995765,229,175.04,2,16.37,12.61,28.95,46.12,4
C#87344797840543,127,115.33,1,0.31,46.42,13.26,0.88,3
C#76394666822570,133,466.58,5,37.71,41.57,26.95,3.04,6
C#10632336567042,60,90.10,2,1.20,60.17,16.10,0.87,2
C#86479400230635,26,193.35,3,13.45,44.55,21.07,1.58,3
C#98384682873183,177,187.69,3,14.28,50.21,30.23,1.98,2
C#33716422688134,113,493.00,4,63.83,49.05,15.70,1.86,7
